time,gFx,gFy,gFz,TgF
36.795422311,0.9978,0.0181,0.0281,0.998
36.796876687,0.9958,0.0188,0.0259,0.996
36.798326895,0.9975,0.0191,0.0274,0.998
36.801096322,0.9980,0.0181,0.0264,0.999
36.803021895,0.9970,0.0195,0.0261,0.998
36.80497075,0.9978,0.0203,0.0266,0.998
36.806711531,0.9958,0.0181,0.0249,0.996
36.808463979,0.9983,0.0208,0.0257,0.999
36.811382678,0.9975,0.0183,0.0239,0.998
36.812926532,0.9973,0.0183,0.0244,0.998
36.815268928,0.9953,0.0188,0.0239,0.996
36.816975907,0.9966,0.0176,0.0257,0.997
36.81951148,0.9983,0.0166,0.0235,0.999
36.825280023,0.9985,0.0173,0.0266,0.999
36.826475127,1.0007,0.0178,0.0239,1.001
36.826951533,0.9948,0.0181,0.0232,0.995
36.827308825,0.9990,0.0181,0.0254,0.999
36.831277211,0.9966,0.0188,0.0239,0.997
36.83254945,0.9997,0.0191,0.0264,1.000
36.833117211,0.9985,0.0161,0.0244,0.999
36.835931274,0.9963,0.0166,0.0247,0.997
36.837028826,0.9983,0.0173,0.0259,0.999
36.844495858,0.9961,0.0173,0.0254,0.997
36.845549139,0.9995,0.0193,0.0257,1.000
36.845952108,0.9973,0.0176,0.0247,0.998
36.846355546,0.9975,0.0166,0.0254,0.998
36.846728358,0.9968,0.0169,0.0274,0.997
36.849117108,0.9946,0.0181,0.0279,0.995
36.851222004,0.9985,0.0178,0.0269,0.999
36.852811848,0.9963,0.0161,0.0279,0.997
36.855319974,0.9978,0.0151,0.0281,0.998
36.856803099,0.9970,0.0159,0.0264,0.998
36.859272682,0.9966,0.0164,0.0283,0.997
36.860803932,0.9966,0.0176,0.0293,0.997
36.862561693,0.9963,0.0171,0.0271,0.997
36.8659006,0.9988,0.0173,0.0281,0.999
36.867184766,0.9968,0.0176,0.0281,0.997
36.869202944,0.9983,0.0171,0.0279,0.999
36.87214909,0.9985,0.0151,0.0283,0.999
36.873923048,0.9963,0.0169,0.0279,0.997
36.875306017,0.9980,0.0154,0.0276,0.999
36.877174559,0.9961,0.0164,0.0301,0.997
36.879251955,0.9988,0.0156,0.0291,0.999
36.880949039,0.9961,0.0164,0.0283,0.997
36.882710862,0.9973,0.0159,0.0274,0.998
36.884492737,0.9975,0.0161,0.0283,0.998
36.886696487,0.9978,0.0154,0.0286,0.998
36.888878727,0.9970,0.0166,0.0271,0.998
36.89064706,0.9966,0.0171,0.0257,0.997
36.892957686,0.9988,0.0171,0.0259,0.999
36.895139196,0.9961,0.0176,0.0266,0.997
36.896233571,0.9983,0.0171,0.0269,0.999
36.898725343,0.9988,0.0171,0.0254,0.999
36.90101628,0.9973,0.0186,0.0264,0.998
36.902846332,0.9985,0.0178,0.0257,0.999
36.905442322,0.9968,0.0178,0.0269,0.997
36.907567635,0.9992,0.0161,0.0269,1.000
36.909026177,0.9961,0.0171,0.0266,0.997
36.910507531,0.9970,0.0178,0.0249,0.998
36.912848417,0.9978,0.0186,0.0247,0.998
36.914468365,0.9978,0.0186,0.0247,0.998
36.916788782,0.9985,0.0178,0.0257,0.999
36.919163157,0.9970,0.0181,0.0264,0.998
36.920943834,0.9995,0.0188,0.0264,1.000
36.92343097,0.9983,0.0183,0.0257,0.999
36.924550345,0.9988,0.0191,0.0232,0.999
36.927120814,0.9963,0.0195,0.0244,0.997
36.929154877,0.9978,0.0195,0.0244,0.998
36.931071752,0.9978,0.0188,0.0252,0.998
36.932786648,0.9983,0.0171,0.0235,0.999
36.934704357,1.0002,0.0186,0.0244,1.001
36.937169409,0.9956,0.0200,0.0242,0.996
36.944039722,0.9970,0.0198,0.0259,0.998
36.946596701,0.9958,0.0205,0.0252,0.996
36.948173264,0.9978,0.0188,0.0264,0.998
36.94936941,0.9980,0.0186,0.0254,0.999
36.951788421,0.9961,0.0171,0.0259,0.997
36.954138004,0.9973,0.0198,0.0274,0.998
36.955635348,0.9948,0.0193,0.0269,0.995
36.956697275,0.9988,0.0188,0.0274,0.999
36.95811863,0.9970,0.0188,0.0269,0.998
36.959182432,0.9973,0.0198,0.0283,0.998
36.960200661,0.9968,0.0195,0.0266,0.997
36.961060609,0.9966,0.0198,0.0279,0.997
36.968634308,0.9985,0.0186,0.0274,0.999
36.969594204,0.9966,0.0178,0.0274,0.997
36.969991391,0.9983,0.0181,0.0266,0.999
36.97035535,0.9966,0.0186,0.0281,0.997
36.971319985,0.9968,0.0181,0.0286,0.997
36.972498787,0.9970,0.0203,0.0266,0.998
36.974845663,0.9978,0.0183,0.0291,0.998
36.976427173,0.9985,0.0183,0.0244,0.999
36.978690455,0.9966,0.0186,0.0257,0.997
36.980463111,0.9970,0.0183,0.0269,0.998
36.982779309,0.9953,0.0176,0.0257,0.996
36.984379622,0.9966,0.0188,0.0254,0.997
36.986269257,0.9985,0.0188,0.0254,0.999
36.989390977,0.9985,0.0188,0.0254,0.999
36.991125768,0.9995,0.0191,0.0239,1.000
36.993191706,0.9963,0.0178,0.0249,0.997
36.994554675,0.9978,0.0186,0.0269,0.998
36.996572383,0.9983,0.0198,0.0252,0.999
36.998502227,0.9990,0.0173,0.0264,0.999
37.000464155,0.9990,0.0193,0.0249,0.999
37.002471655,0.9961,0.0173,0.0259,0.997
37.005307593,0.9983,0.0176,0.0242,0.999
37.006438739,0.9968,0.0176,0.0247,0.997
37.008390978,0.9990,0.0171,0.0249,0.999
37.011281135,0.9970,0.0169,0.0237,0.997
37.01272025,0.9975,0.0166,0.0244,0.998
37.01440025,0.9956,0.0181,0.0232,0.996
37.01673999,0.9958,0.0171,0.0215,0.996
37.018750198,0.9975,0.0178,0.0220,0.998
37.020833948,0.9963,0.0171,0.0213,0.997
37.023204886,0.9988,0.0159,0.0188,0.999
37.025433428,0.9953,0.0161,0.0217,0.996
37.026758637,0.9956,0.0171,0.0210,0.996
37.028421137,0.9980,0.0181,0.0200,0.998
37.031153064,0.9966,0.0161,0.0222,0.997
37.032880981,0.9995,0.0156,0.0203,1.000
37.034610825,0.9958,0.0169,0.0225,0.996
37.036743273,0.9970,0.0166,0.0237,0.997
37.04269244,0.9963,0.0178,0.0220,0.997
37.047221451,0.9980,0.0176,0.0220,0.998
37.047928847,1.0002,0.0173,0.0227,1.001
37.048329107,0.9953,0.0178,0.0227,0.996
37.048677701,0.9992,0.0183,0.0244,1.000
37.049003743,0.9958,0.0181,0.0239,0.996
37.052586608,0.9973,0.0164,0.0239,0.998
37.053287962,0.9975,0.0173,0.0247,0.998
37.059496556,0.9985,0.0166,0.0227,0.999
37.060470359,0.9985,0.0156,0.0259,0.999
37.060994369,0.9961,0.0178,0.0252,0.997
37.061424734,0.9985,0.0176,0.0247,0.999
37.062860463,0.9961,0.0178,0.0244,0.997
37.065060255,0.9990,0.0149,0.0254,0.999
37.066186036,0.9966,0.0159,0.0244,0.997
37.068969005,0.9958,0.0166,0.0244,0.996
37.070241922,0.9963,0.0183,0.0235,0.997
37.072570724,0.9968,0.0186,0.0259,0.997
37.07489437,0.9980,0.0176,0.0252,0.998
37.076891558,0.9958,0.0164,0.0239,0.996
37.0793476,0.9990,0.0183,0.0239,0.999
37.080404371,0.9958,0.0181,0.0237,0.996
37.082632861,0.9973,0.0183,0.0232,0.998
37.084507913,0.9968,0.0178,0.0247,0.997
37.086623174,0.9966,0.0173,0.0239,0.997
37.089054164,0.9980,0.0178,0.0242,0.998
37.090554268,0.9970,0.0188,0.0232,0.997
37.092949633,0.9988,0.0195,0.0222,0.999
37.095392862,0.9963,0.0188,0.0235,0.997
37.09709656,0.9980,0.0193,0.0247,0.999
37.098284112,0.9980,0.0176,0.0252,0.998
37.100495831,0.9975,0.0181,0.0232,0.998
37.10296104,0.9990,0.0188,0.0235,0.999
37.10447354,0.9966,0.0203,0.0242,0.997
37.10639578,0.9988,0.0191,0.0252,0.999
37.108866978,0.9978,0.0176,0.0244,0.998
37.111383645,0.9988,0.0186,0.0249,0.999
37.112658072,0.9978,0.0210,0.0239,0.998
37.114787135,0.9958,0.0183,0.0257,0.996
37.116941927,0.9995,0.0188,0.0257,1.000
37.11873125,0.9948,0.0188,0.0271,0.995
37.120422083,0.9980,0.0169,0.0264,0.999
37.122898854,0.9970,0.0181,0.0257,0.998
37.125762813,0.9970,0.0195,0.0249,0.998
37.127648647,0.9958,0.0186,0.0259,0.996
37.129467449,0.9966,0.0183,0.0264,0.997
37.131252709,0.9983,0.0166,0.0254,0.999
37.133480105,0.9948,0.0186,0.0264,0.995
37.135899793,0.9978,0.0191,0.0279,0.998
37.136584585,0.9961,0.0191,0.0252,0.997
37.139634689,0.9970,0.0195,0.0259,0.998
37.140906669,0.9966,0.0181,0.0252,0.997
37.142935054,0.9966,0.0195,0.0274,0.997
37.14502719,0.9997,0.0191,0.0266,1.000
37.146936357,0.9978,0.0191,0.0261,0.998
37.14899693,0.9975,0.0200,0.0271,0.998
37.151494534,0.9968,0.0173,0.0259,0.997
37.153192555,0.9980,0.0176,0.0261,0.999
37.162257348,0.9985,0.0191,0.0259,0.999
37.164563806,0.9973,0.0178,0.0249,0.998
37.165862036,0.9973,0.0188,0.0259,0.998
37.166854484,0.9973,0.0186,0.0261,0.998
37.167964744,0.9990,0.0164,0.0281,1.000
37.16920438,0.9963,0.0164,0.0264,0.997
37.170391672,0.9988,0.0169,0.0264,0.999
37.171464484,0.9968,0.0191,0.0261,0.997
37.172537714,0.9956,0.0176,0.0259,0.996
37.173635995,0.9983,0.0176,0.0249,0.999
37.174859172,0.9968,0.0183,0.0247,0.997
37.186847194,0.9988,0.0171,0.0261,0.999
37.187905423,0.9968,0.0166,0.0257,0.997
37.188357246,0.9963,0.0173,0.0254,0.997
37.188754434,0.9983,0.0181,0.0259,0.999
37.189196413,0.9978,0.0183,0.0257,0.998
37.189582559,1.0002,0.0188,0.0261,1.001
37.189990424,0.9978,0.0176,0.0249,0.998
37.190936986,0.9973,0.0186,0.0232,0.998
37.192457351,0.9956,0.0171,0.0254,0.996
37.194801362,0.9992,0.0176,0.0252,1.000
37.196658549,0.9995,0.0173,0.0239,1.000
37.198433602,0.9980,0.0178,0.0244,0.998
37.20004907,0.9985,0.0188,0.0254,0.999
37.201873758,0.9956,0.0176,0.0252,0.996
37.203879592,0.9990,0.0171,0.0254,0.999
37.206632092,0.9973,0.0169,0.0259,0.998
37.208353186,0.9988,0.0166,0.0247,0.999
37.211022769,0.9985,0.0161,0.0237,0.999
37.212250895,0.9966,0.0173,0.0274,0.997
37.214609124,0.9973,0.0169,0.0239,0.998
37.21672376,0.9951,0.0161,0.0242,0.996
37.219331729,0.9970,0.0178,0.0244,0.998
37.220447354,0.9970,0.0166,0.0254,0.998
37.223306625,0.9968,0.0171,0.0257,0.997
37.224941417,0.9970,0.0181,0.0247,0.998
37.226672459,0.9948,0.0171,0.0237,0.995
37.228532511,0.9980,0.0161,0.0247,0.998
37.231367615,0.9968,0.0173,0.0254,0.997
37.232418397,0.9978,0.0176,0.0254,0.998
37.235200116,0.9970,0.0188,0.0252,0.998
37.236140949,0.9973,0.0181,0.0239,0.998
37.238612824,0.9985,0.0186,0.0244,0.999
37.242038241,0.9966,0.0173,0.0239,0.997
37.243014127,0.9983,0.0169,0.0225,0.999
37.245238085,0.9966,0.0181,0.0242,0.997
37.246331471,0.9983,0.0191,0.0239,0.999
37.248481315,0.9970,0.0178,0.0257,0.998
37.250874753,0.9973,0.0178,0.0247,0.998
37.252794544,0.9980,0.0188,0.0244,0.998
37.254675013,0.9970,0.0176,0.0259,0.998
37.259917983,0.9995,0.0181,0.0239,1.000
37.261208608,0.9956,0.0193,0.0230,0.996
37.261700952,0.9992,0.0178,0.0257,1.000
37.264106733,0.9978,0.0191,0.0242,0.998
37.264773244,0.9975,0.0176,0.0227,0.998
37.268713921,0.9978,0.0176,0.0244,0.998
37.269389754,0.9958,0.0169,0.0249,0.996
37.270808921,0.9968,0.0183,0.0266,0.997
37.277599859,0.9966,0.0171,0.0249,0.997
37.278559078,0.9988,0.0176,0.0242,0.999
37.278966057,0.9956,0.0178,0.0232,0.996
37.27933111,0.9973,0.0195,0.0242,0.998
37.280608818,0.9975,0.0178,0.0247,0.998
37.28299512,0.9968,0.0181,0.0232,0.997
37.284468714,0.9988,0.0173,0.0252,0.999
37.28654585,0.9953,0.0178,0.0242,0.996
37.288078506,0.9985,0.0186,0.0249,0.999
37.291341267,0.9966,0.0186,0.0269,0.997
37.292629392,0.9978,0.0178,0.0247,0.998
37.297849341,0.9990,0.0183,0.0252,0.999
37.298834497,0.9980,0.0171,0.0252,0.998
37.299448612,0.9997,0.0183,0.0247,1.000
37.300455539,0.9961,0.0181,0.0252,0.997
37.302630851,0.9983,0.0176,0.0266,0.999
37.304748456,0.9980,0.0169,0.0244,0.998
37.307365383,0.9988,0.0176,0.0264,0.999
37.308723248,0.9988,0.0173,0.0225,0.999
37.312488457,0.9948,0.0176,0.0252,0.995
37.313355957,0.9975,0.0183,0.0257,0.998
37.31522528,0.9958,0.0198,0.0271,0.996
37.316363197,0.9973,0.0186,0.0269,0.998
37.318705228,0.9978,0.0173,0.0257,0.998
37.320320957,0.9973,0.0173,0.0247,0.998
37.322797833,0.9968,0.0171,0.0261,0.997
37.324154083,0.9953,0.0188,0.0239,0.996
37.326874083,0.9975,0.0173,0.0264,0.998
37.328771844,0.9944,0.0188,0.0261,0.995
37.330960177,0.9990,0.0178,0.0254,0.999
37.332361688,0.9975,0.0176,0.0259,0.998
37.335742053,0.9980,0.0178,0.0252,0.998
37.336941532,0.9978,0.0183,0.0249,0.998
37.338391532,0.9975,0.0164,0.0252,0.998
37.340637626,0.9968,0.0173,0.0264,0.997
37.342397678,0.9975,0.0178,0.0261,0.998
37.345959554,0.9980,0.0166,0.0252,0.998
37.347025439,0.9983,0.0169,0.0235,0.999
37.348665544,0.9980,0.0195,0.0237,0.998
37.351255179,0.9973,0.0171,0.0244,0.998
37.352583981,0.9973,0.0183,0.0239,0.998
37.3550807,0.9988,0.0171,0.0222,0.999
37.361339816,0.9975,0.0181,0.0232,0.998
37.362516014,0.9975,0.0188,0.0230,0.998
37.371320858,0.9975,0.0186,0.0249,0.998
37.371688098,0.9988,0.0186,0.0252,0.999
37.371952265,0.9973,0.0178,0.0239,0.998
37.372280077,0.9980,0.0181,0.0259,0.999
37.372659661,0.9985,0.0188,0.0239,0.999
37.373031692,0.9944,0.0178,0.0247,0.995
37.373392421,0.9990,0.0178,0.0244,0.999
37.376282265,0.9963,0.0164,0.0239,0.997
37.377118723,0.9975,0.0183,0.0249,0.998
37.378849609,0.9985,0.0166,0.0239,0.999
37.380460911,0.9970,0.0166,0.0242,0.997
37.382919974,0.9990,0.0171,0.0247,0.999
37.384691433,0.9958,0.0166,0.0259,0.996
37.386233047,0.9985,0.0166,0.0254,0.999
37.38873487,0.9973,0.0176,0.0264,0.998
37.39179711,0.9970,0.0176,0.0249,0.998
37.392700131,0.9995,0.0169,0.0242,1.000
37.394645809,0.9961,0.0161,0.0266,0.997
37.397723621,0.9985,0.0166,0.0261,0.999
37.399393153,0.9973,0.0173,0.0257,0.998
37.401329038,1.0002,0.0156,0.0259,1.001
37.402702997,0.9946,0.0169,0.0249,0.995
37.404189247,0.9958,0.0171,0.0266,0.996
37.406922841,0.9983,0.0166,0.0261,0.999
37.410707216,0.9958,0.0171,0.0261,0.996
37.411451071,0.9990,0.0171,0.0264,0.999
37.412896956,0.9944,0.0169,0.0266,0.995
37.414676123,0.9968,0.0188,0.0252,0.997
37.417190082,0.9966,0.0173,0.0252,0.997
37.418857061,0.9963,0.0166,0.0252,0.997
37.421340499,0.9985,0.0169,0.0269,0.999
37.424650551,0.9961,0.0186,0.0266,0.997
37.425444145,0.9963,0.0181,0.0257,0.997
37.426713364,0.9956,0.0173,0.0266,0.996
37.428625708,0.9997,0.0176,0.0259,1.000
37.431427479,0.9975,0.0176,0.0252,0.998
37.43247451,0.9970,0.0193,0.0249,0.998
37.434912583,0.9975,0.0173,0.0247,0.998
37.437179771,0.9953,0.0176,0.0254,0.996
37.438614303,0.9995,0.0186,0.0242,1.000
37.444194251,0.9970,0.0183,0.0257,0.998
37.445160814,1.0010,0.0183,0.0244,1.001
37.445656022,0.9966,0.0173,0.0239,0.997
37.447315085,0.9968,0.0178,0.0235,0.997
37.449293679,0.9988,0.0181,0.0237,0.999
37.451666804,0.9973,0.0173,0.0222,0.998
37.453423054,0.9985,0.0191,0.0259,0.999
37.455079252,0.9973,0.0183,0.0242,0.998
37.457332325,0.9995,0.0181,0.0235,1.000
37.458921075,0.9968,0.0208,0.0247,0.997
37.460364565,0.9973,0.0166,0.0242,0.998
37.462386076,0.9985,0.0191,0.0220,0.999
37.46546368,0.9988,0.0173,0.0242,0.999
37.466095295,0.9980,0.0193,0.0227,0.998
37.469411493,0.9948,0.0173,0.0249,0.995
37.471032014,0.9980,0.0181,0.0252,0.999
37.476868421,0.9988,0.0181,0.0235,0.999
37.477958265,0.9980,0.0200,0.0247,0.999
37.478434254,0.9975,0.0186,0.0257,0.998
37.478818838,0.9953,0.0193,0.0247,0.996
37.486488995,0.9975,0.0183,0.0254,0.998
37.487263214,0.9963,0.0188,0.0264,0.997
37.488346755,0.9990,0.0173,0.0257,0.999
37.488802172,0.9958,0.0193,0.0274,0.996
37.489211443,0.9963,0.0178,0.0264,0.997
37.491230349,0.9973,0.0183,0.0264,0.998
37.492766079,0.9953,0.0181,0.0259,0.996
37.495203267,0.9995,0.0186,0.0269,1.000
37.496872121,0.9980,0.0188,0.0259,0.999
37.498351288,0.9970,0.0186,0.0264,0.998
37.500830038,0.9963,0.0178,0.0271,0.997
37.502538059,0.9963,0.0191,0.0274,0.997
37.504388111,0.9980,0.0181,0.0269,0.999
37.506388997,0.9975,0.0193,0.0264,0.998
37.509069466,0.9980,0.0171,0.0247,0.998
37.510685768,0.9975,0.0176,0.0261,0.998
37.512414883,0.9970,0.0173,0.0242,0.997
37.51520556,0.9968,0.0176,0.0254,0.997
37.516604519,0.9995,0.0193,0.0254,1.000
37.518063321,0.9968,0.0181,0.0254,0.997
37.52068504,0.9963,0.0169,0.0264,0.997
37.523655561,0.9983,0.0176,0.0242,0.999
37.524697228,0.9956,0.0183,0.0249,0.996
37.527124155,0.9983,0.0186,0.0242,0.999
37.530256603,0.9970,0.0191,0.0244,0.998
37.531271291,0.9968,0.0176,0.0244,0.997
37.533571083,0.9970,0.0188,0.0244,0.998
37.535573427,0.9985,0.0195,0.0235,0.999
37.537661031,0.9985,0.0188,0.0252,0.999
37.539260927,0.9973,0.0164,0.0249,0.998
37.542127177,0.9992,0.0181,0.0242,1.000
37.542967646,0.9953,0.0169,0.0252,0.996
37.545375876,0.9985,0.0166,0.0235,0.999
37.546696553,0.9975,0.0176,0.0244,0.998
37.549291189,0.9963,0.0176,0.0249,0.997
37.551152439,0.9990,0.0183,0.0242,0.999
37.553105251,0.9963,0.0176,0.0244,0.997
37.554990356,1.0000,0.0173,0.0242,1.000
37.556186918,0.9958,0.0178,0.0247,0.996
37.558597023,0.9992,0.0176,0.0247,1.000
37.56026494,0.9975,0.0173,0.0257,0.998
37.562751346,0.9985,0.0169,0.0239,0.999
37.564876815,0.9990,0.0171,0.0252,0.999
37.566695409,0.9953,0.0166,0.0259,0.996
37.569047232,0.9978,0.0156,0.0237,0.998
37.570467962,0.9961,0.0183,0.0239,0.997
37.57791791,0.9975,0.0176,0.0257,0.998
37.578959942,0.9988,0.0176,0.0232,0.999
37.579442181,0.9963,0.0181,0.0242,0.997
37.579840046,0.9985,0.0186,0.0261,0.999
37.588060099,0.9963,0.0173,0.0259,0.997
37.58889713,0.9963,0.0166,0.0252,0.997
37.58931213,0.9948,0.0171,0.0269,0.995
37.58968213,0.9980,0.0173,0.0269,0.999
37.590050047,0.9983,0.0171,0.0254,0.999
37.595252131,0.9966,0.0166,0.0259,0.997
37.596074839,0.9975,0.0176,0.0269,0.998
37.596377808,0.9966,0.0164,0.0254,0.997
37.597158537,0.9980,0.0173,0.0269,0.999
37.598925152,0.9988,0.0173,0.0257,0.999
37.600847444,0.9990,0.0173,0.0266,1.000
37.602161663,0.9948,0.0171,0.0261,0.995
37.604644215,0.9956,0.0178,0.0276,0.996
37.607154319,0.9997,0.0171,0.0269,1.000
37.608859424,0.9953,0.0178,0.0266,0.996
37.611295153,0.9988,0.0171,0.0281,0.999
37.612370049,0.9970,0.0171,0.0274,0.998
37.615365258,0.9970,0.0169,0.0271,0.998
37.616636456,0.9983,0.0164,0.0274,0.999
37.618804164,0.9988,0.0166,0.0249,0.999
37.621105571,0.9983,0.0169,0.0261,0.999
37.624264373,0.9968,0.0176,0.0257,0.997
37.625354373,0.9968,0.0173,0.0249,0.997
37.626959842,0.9968,0.0183,0.0259,0.997
37.629116665,0.9985,0.0176,0.0261,0.999
37.630326717,0.9985,0.0173,0.0249,0.999
37.633108853,0.9973,0.0198,0.0269,0.998
37.63435927,0.9983,0.0183,0.0252,0.999
37.638481822,0.9953,0.0169,0.0261,0.996
37.638833385,0.9970,0.0186,0.0244,0.998
37.641686094,0.9983,0.0183,0.0249,0.999
37.643649427,0.9973,0.0191,0.0254,0.998
37.64502224,0.9968,0.0186,0.0252,0.997
37.647579323,0.9973,0.0181,0.0254,0.998
37.648420626,0.9983,0.0186,0.0244,0.999
37.651100626,0.9961,0.0191,0.0254,0.997
37.652903855,0.9983,0.0183,0.0271,0.999
37.655343803,0.9956,0.0191,0.0239,0.996
37.65665797,0.9978,0.0183,0.0247,0.998
37.659986356,0.9968,0.0203,0.0261,0.997
37.661154116,0.9973,0.0198,0.0264,0.998
37.662387971,0.9980,0.0183,0.0261,0.999
37.664980888,0.9963,0.0191,0.0249,0.997
37.666662554,0.9985,0.0188,0.0249,0.999
37.668817763,0.9946,0.0200,0.0266,0.995
37.670446409,0.9978,0.0188,0.0264,0.998
37.672650888,0.9973,0.0171,0.0276,0.998
37.675007295,0.9970,0.0188,0.0252,0.998
37.676500993,0.9975,0.0198,0.0247,0.998
37.678272243,0.9953,0.0195,0.0269,0.996
37.680640941,0.9983,0.0183,0.0271,0.999
37.682649275,0.9961,0.0188,0.0264,0.997
37.684447973,0.9975,0.0181,0.0264,0.998
37.686242192,0.9970,0.0195,0.0264,0.998
37.688873963,0.9953,0.0191,0.0266,0.996
37.694492401,0.9975,0.0186,0.0247,0.998
37.696239849,0.9956,0.0183,0.0249,0.996
37.697058912,0.9970,0.0188,0.0266,0.998
37.698773912,0.9966,0.0188,0.0254,0.997
37.699975943,0.9975,0.0176,0.0266,0.998
37.701153964,0.9970,0.0181,0.0269,0.998
37.70208511,0.9968,0.0166,0.0269,0.997
37.70498735,0.9992,0.0173,0.0264,1.000
37.706410423,0.9970,0.0171,0.0249,0.998
37.714926049,0.9995,0.0181,0.0271,1.000
37.715957143,0.9941,0.0181,0.0257,0.995
37.716345736,0.9988,0.0171,0.0269,0.999
37.716728966,0.9973,0.0166,0.0266,0.998
37.717127247,0.9958,0.0178,0.0271,0.996
37.718201726,0.9973,0.0181,0.0271,0.998
37.720800164,0.9963,0.0169,0.0261,0.997
37.722156779,0.9983,0.0169,0.0257,0.999
37.72518631,0.9988,0.0173,0.0266,0.999
37.726340894,0.9990,0.0173,0.0254,0.999
37.728113811,0.9978,0.0169,0.0261,0.998
37.731407978,0.9966,0.0173,0.0257,0.997
37.733442561,0.9980,0.0176,0.0252,0.998
37.735178707,0.9970,0.0178,0.0244,0.998
37.736918186,0.9970,0.0178,0.0261,0.998
37.738455947,0.9958,0.0181,0.0252,0.996
37.742058135,0.9978,0.0181,0.0242,0.998
37.742853187,0.9963,0.0176,0.0235,0.997
37.745368916,0.9958,0.0171,0.0264,0.996
37.746408917,0.9995,0.0169,0.0264,1.000
37.749455688,0.9978,0.0186,0.0281,0.998
37.751420532,0.9985,0.0186,0.0261,0.999
37.753324073,0.9970,0.0173,0.0257,0.998
37.755298553,0.9983,0.0173,0.0257,0.999
37.756260168,0.9988,0.0181,0.0254,0.999
37.758576574,0.9978,0.0183,0.0269,0.998
37.760186314,0.9980,0.0169,0.0257,0.998
37.76318621,0.9966,0.0188,0.0261,0.997
37.765120585,0.9980,0.0181,0.0279,0.999
37.766189544,0.9985,0.0171,0.0261,0.999
37.769344544,0.9975,0.0191,0.0283,0.998
37.769916783,0.9983,0.0178,0.0274,0.999
37.772603555,0.9983,0.0159,0.0279,0.999
37.775174284,0.9975,0.0171,0.0279,0.998
37.77640319,0.9948,0.0173,0.0261,0.995
37.779770222,0.9973,0.0178,0.0279,0.998
37.780854493,0.9966,0.0181,0.0259,0.997
37.782897879,0.9975,0.0169,0.0269,0.998
37.785174806,0.9956,0.0171,0.0259,0.996
37.786131941,0.9970,0.0178,0.0298,0.998
37.788546212,0.9983,0.0176,0.0279,0.999
37.792536786,0.9961,0.0169,0.0247,0.997
37.79500288,0.9980,0.0176,0.0269,0.999
37.795560692,0.9961,0.0173,0.0259,0.997
37.797591265,0.9975,0.0169,0.0264,0.998
37.798117099,0.9970,0.0169,0.0249,0.997
37.80106913,0.9963,0.0169,0.0269,0.997
37.802621318,0.9968,0.0176,0.0279,0.997
37.804167151,0.9961,0.0178,0.0264,0.997
37.806362516,0.9988,0.0166,0.0264,0.999
37.808232569,0.9968,0.0171,0.0254,0.997
37.81065434,0.9980,0.0171,0.0252,0.998
37.813001163,0.9980,0.0176,0.0244,0.998
37.814294288,0.9970,0.0173,0.0266,0.998
37.816078194,0.9988,0.0183,0.0237,0.999
37.818980122,0.9963,0.0169,0.0239,0.997
37.820393351,0.9990,0.0166,0.0239,0.999
37.822199653,0.9958,0.0183,0.0247,0.996
37.832415904,0.9963,0.0171,0.0264,0.997
37.833502311,0.9975,0.0176,0.0249,0.998
37.834282936,0.9968,0.0173,0.0235,0.997
37.835082623,0.9983,0.0183,0.0257,0.999
37.835744811,0.9978,0.0188,0.0254,0.998
37.836447259,0.9973,0.0176,0.0257,0.998
37.837042884,0.9951,0.0195,0.0271,0.996
37.838421894,0.9980,0.0191,0.0261,0.999
37.856682834,0.9983,0.0178,0.0239,0.999
37.857908876,0.9975,0.0178,0.0276,0.998
37.858468667,0.9985,0.0193,0.0249,0.999
37.858893251,0.9961,0.0178,0.0259,0.997
37.859343459,0.9992,0.0193,0.0257,1.000
37.859733563,0.9963,0.0188,0.0259,0.997
37.860110699,0.9983,0.0183,0.0281,0.999
37.860503407,0.9978,0.0186,0.0242,0.998
37.861418824,0.9961,0.0193,0.0264,0.997
37.862004657,0.9968,0.0198,0.0261,0.997
37.862395855,0.9958,0.0183,0.0266,0.996
37.862966793,1.0000,0.0181,0.0264,1.000
37.863971428,0.9951,0.0176,0.0266,0.996
37.866487991,0.9970,0.0171,0.0274,0.998
37.868013043,0.9966,0.0191,0.0254,0.997
37.870496637,0.9948,0.0188,0.0271,0.995
37.871946012,0.9992,0.0188,0.0264,1.000
37.875101638,0.9963,0.0200,0.0249,0.997
37.876666065,0.9958,0.0183,0.0242,0.996
37.878733461,0.9963,0.0193,0.0257,0.997
37.879977524,0.9970,0.0188,0.0279,0.998
37.882493826,0.9961,0.0188,0.0279,0.997
37.884646899,0.9980,0.0193,0.0271,0.999
37.886090545,0.9980,0.0188,0.0252,0.999
37.888425285,0.9953,0.0188,0.0264,0.996
37.89113716,0.9992,0.0191,0.0264,1.000
37.892420285,0.9961,0.0176,0.0259,0.997
37.894586171,0.9983,0.0178,0.0259,0.999
37.896233306,0.9970,0.0176,0.0254,0.998
37.898466223,0.9973,0.0181,0.0247,0.998
37.900438307,0.9961,0.0198,0.0257,0.997
37.90242789,0.9968,0.0186,0.0252,0.997
37.904521432,1.0000,0.0186,0.0266,1.001
37.906626589,0.9956,0.0191,0.0247,0.996
37.908598151,0.9995,0.0178,0.0237,1.000
37.910265339,0.9970,0.0183,0.0252,0.998
